Pianist,KnotIndex,X,Y,Z,Velocity,RubatoDevS
Gieseking,425,-168.795,-249.3736,850.0,0.4252,146.3333
Gieseking,426,133.9045,-192.6591,852.0,0.4331,146.4
Gieseking,427,185.5924,109.0343,854.0,0.4016,146.4667
Gieseking,428,-320.6211,87.4587,856.0,0.4409,146.6833
Gieseking,429,72.6741,-239.7523,858.0,0.4331,146.9
Gieseking,430,211.6227,36.7934,860.0,0.4331,146.9667
Gieseking,431,6.9161,278.0654,862.0,0.5118,147.0333
Gieseking,432,-327.3391,56.1307,864.0,0.4252,147.15
Gieseking,433,-108.9548,-272.5056,866.0,0.4488,147.2667
Gieseking,434,206.965,-39.9512,868.0,0.4016,147.3833
Gieseking,435,77.5345,240.5751,870.0,0.4488,147.45
Gieseking,436,-235.1882,216.3492,872.0,0.4567,147.5167
Gieseking,437,-324.087,-84.5536,874.0,0.4488,147.5833
Gieseking,438,-76.8202,-275.6884,876.0,0.4409,147.65
Gieseking,439,229.204,-9.1802,878.0,0.5276,147.7667
Gieseking,440,-59.3426,259.9778,880.0,0.3307,147.8833
Gieseking,441,-320.0426,-6.9382,882.0,0.3307,148.0
Gieseking,442,-147.7919,-244.9681,884.0,0.3307,148.0667
Gieseking,443,-44.9414,-269.2078,886.0,0.3937,148.0333
Gieseking,444,136.4909,-170.5769,888.0,0.3307,148.05
Gieseking,445,173.398,123.0212,890.0,0.3543,148.1167
Gieseking,446,-90.7707,268.0696,892.0,0.3937,148.1833
Gieseking,447,-311.9482,66.0831,894.0,0.3307,148.25
Gieseking,448,-14.5945,-260.307,896.0,0.3543,148.4167
Gieseking,449,92.1561,-235.9833,898.0,0.4646,148.425
Gieseking,450,195.5521,52.3078,900.0,0.3307,148.5333
Gieseking,451,-290.1032,137.8356,902.0,0.378,148.75
Gieseking,452,-265.3886,-159.5032,904.0,0.3228,148.8167
Gieseking,453,14.2646,-249.3131,906.0,0.3228,148.8833
Gieseking,454,199.3691,-21.1303,908.0,0.3228,148.95
Gieseking,455,194.9321,84.1174,910.0,0.378,148.9167
Gieseking,456,-148.76,244.742,912.0,0.3228,149.0333
Gieseking,457,-302.1914,-95.9262,914.0,0.3228,149.15
Gieseking,458,-58.3151,-266.4862,916.0,0.3622,149.2167
Gieseking,459,183.5521,-92.9198,918.0,0.3228,149.2833
Gieseking,460,114.9178,193.3962,920.0,0.3228,149.35
Gieseking,461,-324.6083,-24.929,922.0,0.3543,149.5667
Gieseking,462,-131.3812,-251.2,924.0,0.3228,149.6333
Gieseking,463,148.334,-157.6082,926.0,0.3228,149.7
Gieseking,464,-107.2181,257.2271,928.0,0.3228,149.9167
Gieseking,465,-328.5436,51.4379,930.0,0.4016,149.9833
Gieseking,466,-199.6516,-222.724,932.0,0.3307,150.05
Gieseking,467,103.3847,-219.4647,934.0,0.4016,150.1167
Gieseking,468,192.4539,69.6392,936.0,0.3228,150.1833
Gieseking,469,-33.1791,262.9702,938.0,0.3386,150.25
Gieseking,470,-313.3387,129.4651,940.0,0.4724,150.3167
Gieseking,471,-262.8301,-180.6279,942.0,0.3858,150.3833
Gieseking,472,208.3208,-3.7647,944.0,0.3622,150.6
Gieseking,473,42.5441,253.1831,946.0,0.3937,150.6667
Gieseking,474,-306.8936,-117.5558,948.0,0.3937,150.8833
Gieseking,475,-39.8906,-272.8009,950.0,0.3937,150.95
Gieseking,476,105.1942,209.3657,952.0,0.3465,151.125
Gieseking,477,-198.8893,235.9689,954.0,0.3937,151.15
Gieseking,478,-339.6193,-45.467,956.0,0.4567,151.175
Gieseking,479,-116.2489,-264.4165,958.0,0.3701,151.2
Gieseking,480,170.0431,-150.8486,960.0,0.4016,151.225
Gieseking,481,85.3569,236.4477,962.0,0.4173,151.3
Gieseking,482,-336.8299,33.9398,964.0,0.4252,151.425
Gieseking,483,114.5081,-204.177,966.0,0.3543,151.6625
Gieseking,484,191.3371,87.8945,968.0,0.3386,151.6875
Gieseking,485,-50.9272,263.778,970.0,0.3228,151.7125
Gieseking,486,-259.0903,-202.8785,972.0,0.4567,151.8875
Gieseking,487,49.2104,-241.932,974.0,0.3307,151.9542
Gieseking,488,207.5115,14.2529,976.0,0.3465,152.0208
Gieseking,489,27.7354,266.9232,978.0,0.4331,152.0875
Gieseking,490,-329.5213,79.9485,980.0,0.4331,152.2042
Gieseking,491,-132.3873,-273.0338,982.0,0.4409,152.3208
Gieseking,492,216.3334,-64.6889,984.0,0.4488,152.4375
Gieseking,493,103.1452,238.084,986.0,0.4803,152.5042
Gieseking,494,-225.5018,242.3043,988.0,0.5118,152.5708
Gieseking,495,-347.0455,-66.741,990.0,0.5197,152.6375
Gieseking,496,-101.9882,-292.9794,992.0,0.5276,152.7042
Gieseking,497,184.6033,-137.8316,994.0,0.4252,152.8125
Gieseking,498,156.2975,177.3787,996.0,0.4173,152.9208
Gieseking,499,-146.2404,263.7121,998.0,0.4016,152.9875
Gieseking,500,-335.9498,15.119,1000.0,0.3937,153.0542
Gieseking,501,132.6486,-196.9061,1002.0,0.3858,153.2708
Gieseking,502,191.2417,107.3128,1004.0,0.3701,153.3375
Gieseking,503,-330.2815,94.9763,1006.0,0.4567,153.5542
Gieseking,504,-233.45,-202.3217,1008.0,0.3228,153.6208
Gieseking,505,65.763,-235.0539,1010.0,0.3228,153.6875
Gieseking,506,224.6725,34.4665,1012.0,0.4567,153.7542
Gieseking,507,6.0777,258.4488,1014.0,0.3228,153.8208
Gieseking,508,-290.4605,164.9125,1016.0,0.4331,153.8875
Gieseking,509,-291.3569,-151.2127,1018.0,0.3858,153.9542
Gieseking,510,-1.6593,-276.2924,1020.0,0.4252,154.0208
Gieseking,511,214.6232,66.4203,1022.0,0.4252,154.1375
Gieseking,512,-240.6592,229.676,1024.0,0.4882,154.3042
Gieseking,513,-328.3174,-81.7407,1026.0,0.4094,154.3708
Gieseking,514,30.7217,-269.3224,1028.0,0.4331,154.4875
Gieseking,515,201.1663,96.5535,1030.0,0.3937,154.6042
Gieseking,516,-166.4055,263.8577,1032.0,0.4331,154.7208
Gieseking,517,-319.6995,-113.6539,1034.0,0.4252,154.8375
Gieseking,518,61.2554,-256.4116,1036.0,0.4252,154.9542
Gieseking,519,191.8486,128.2259,1038.0,0.4173,155.0708
Gieseking,520,-198.9985,254.3531,1040.0,0.4646,155.1875
Gieseking,521,-303.1848,-142.2704,1042.0,0.4094,155.3042
Gieseking,522,91.3009,-242.1118,1044.0,0.4331,155.4625
Gieseking,523,214.8237,52.2122,1046.0,0.3937,155.5708
Gieseking,524,-226.0727,234.1311,1048.0,0.4409,155.7375
Gieseking,525,-288.364,-172.2215,1050.0,0.4331,155.8542
Gieseking,526,17.4709,-274.1994,1052.0,0.4252,155.9208
Gieseking,527,222.55,-27.0484,1054.0,0.4173,155.9875
Gieseking,528,-255.8117,217.1534,1056.0,0.4724,156.2042
Gieseking,529,-312.4541,-95.881,1058.0,0.3228,156.2708
Gieseking,530,-62.1145,-270.1297,1060.0,0.3228,156.3375
Gieseking,531,191.0884,-99.8875,1062.0,0.3228,156.4042
Gieseking,532,131.385,205.6766,1064.0,0.3937,156.4708
Gieseking,533,-178.2729,244.4816,1066.0,0.3307,156.5375
Gieseking,534,-334.3447,-21.9347,1068.0,0.3543,156.6042
Gieseking,535,-137.637,-259.2081,1070.0,0.3228,156.6708
Gieseking,536,175.6265,140.6627,1072.0,0.3465,156.8875
Gieseking,537,113.3965,236.5209,1074.0,0.4724,156.8542
Gieseking,538,-283.1339,153.7711,1076.0,0.3228,156.9708
Gieseking,539,-209.1997,-230.6352,1078.0,0.3465,157.0875
Gieseking,540,203.7999,68.7675,1080.0,0.3307,157.3042
Gieseking,541,-28.0844,274.3987,1082.0,0.3543,157.3708
Gieseking,542,-313.6606,134.1896,1084.0,0.4252,157.4375
Gieseking,543,-180.5358,-244.8948,1086.0,0.3307,157.5542
Gieseking,544,217.7888,-7.8301,1088.0,0.3622,157.7208
Gieseking,545,47.9917,256.1551,1090.0,0.3622,157.7875
Gieseking,546,-314.94,98.8151,1092.0,0.3307,157.9042
Gieseking,547,-151.3812,-257.8642,1094.0,0.3307,158.0208
Gieseking,548,120.8995,222.7161,1096.0,0.4173,158.2875
Gieseking,549,-195.6152,238.0487,1098.0,0.3307,158.3125
Gieseking,550,-331.0451,-40.1448,1100.0,0.3307,158.3375
Gieseking,551,-120.8186,-267.2586,1102.0,0.3307,158.4042
Gieseking,552,220.6623,-55.3025,1104.0,0.4094,158.5208
Gieseking,553,-124.0908,268.0983,1106.0,0.3386,158.6875
Gieseking,554,-335.5308,37.7451,1108.0,0.3543,158.7542
Gieseking,555,-89.9525,-279.0198,1110.0,0.3701,158.8708
Gieseking,556,241.1271,-23.4556,1112.0,0.5118,158.9875
Gieseking,557,-46.199,284.1442,1114.0,0.3937,159.1042
Gieseking,558,-341.0399,5.4327,1116.0,0.3701,159.2208
Gieseking,559,-57.176,-285.9593,1118.0,0.4016,159.3375
Gieseking,560,234.1727,11.5018,1120.0,0.4567,159.4542
Gieseking,561,-79.4526,284.4408,1122.0,0.3937,159.5708
Gieseking,562,-313.8564,-137.8549,1124.0,0.4173,159.7375
Gieseking,563,234.3431,-73.313,1126.0,0.5118,159.9542
Gieseking,564,107.5448,237.2344,1128.0,0.4252,160.0208
Gieseking,565,-114.1082,288.9769,1130.0,0.4488,160.0375
Gieseking,566,-342.8103,-61.5517,1132.0,0.4173,160.1542
Gieseking,567,-106.0443,-291.8157,1134.0,0.4567,160.2208
Gieseking,568,196.3971,-149.2961,1136.0,0.4646,160.2875
Gieseking,569,171.2034,184.1933,1138.0,0.4567,160.3542
Gieseking,570,-147.9236,282.3199,1140.0,0.4567,160.4208
Gieseking,571,-339.7801,-96.1805,1142.0,0.4567,160.5375
Gieseking,572,44.7806,-278.1041,1144.0,0.4646,160.6542
Gieseking,573,212.8855,112.0188,1146.0,0.4488,160.7708
Gieseking,574,-183.8447,278.2738,1148.0,0.5118,160.8875
Gieseking,575,-327.2279,-128.4043,1150.0,0.4567,161.0042
Gieseking,576,-259.226,-225.841,1152.0,0.4882,160.9708
Gieseking,577,238.5699,31.8694,1154.0,0.4803,161.1875
Gieseking,578,207.7159,148.4646,1156.0,0.5197,161.1542
Gieseking,579,-292.3272,171.2703,1158.0,0.4016,161.3208
Gieseking,580,-312.8711,-160.2139,1160.0,0.4724,161.3875
Gieseking,581,-1.604,-297.3051,1162.0,0.4961,161.4542
Gieseking,582,245.3243,-54.5659,1164.0,0.5433,161.5208
Gieseking,583,97.236,257.8196,1166.0,0.4882,161.5875
Gieseking,584,-236.9235,231.5969,1168.0,0.4173,161.6542
Gieseking,585,-340.0529,-81.0036,1170.0,0.4173,161.7208
Gieseking,586,-286.3668,-183.6388,1172.0,0.4173,161.6875
Gieseking,587,131.8135,-222.817,1174.0,0.4331,161.8042
Gieseking,588,158.1089,199.1398,1176.0,0.4409,161.9208
Gieseking,589,-161.0644,261.2094,1178.0,0.3386,161.9875
Gieseking,590,-163.3082,-264.4506,1180.0,0.3622,162.2042
Gieseking,591,150.8489,-193.7719,1182.0,0.378,162.2708
Gieseking,592,-85.7336,298.5405,1184.0,0.4646,162.4875
Gieseking,593,-329.5257,78.9091,1186.0,0.3386,162.5542
Gieseking,594,-230.5456,-221.7498,1188.0,0.3307,162.6208
Gieseking,595,84.9273,-239.3844,1190.0,0.3307,162.6875
Gieseking,596,228.5161,50.5946,1192.0,0.4173,162.7542
Gieseking,597,-3.0554,285.0129,1194.0,0.4016,162.8208
Gieseking,598,-300.106,153.2225,1196.0,0.3622,162.8875
Gieseking,599,-296.5565,-173.2039,1198.0,0.4173,162.9542
Gieseking,600,222.3249,-31.0641,1200.0,0.3543,163.1708
Gieseking,601,-249.7289,216.4899,1202.0,0.378,163.3875
Gieseking,602,-327.2809,-97.2074,1204.0,0.3543,163.4542
Gieseking,603,-66.8232,-310.4075,1206.0,0.5276,163.5208
Gieseking,604,212.737,-112.9954,1208.0,0.4252,163.5875
Gieseking,605,145.8398,215.0278,1210.0,0.4409,163.6542
Gieseking,606,-344.742,98.9226,1212.0,0.4646,163.8208
Gieseking,607,-151.3228,-289.9115,1214.0,0.4803,163.9375
Gieseking,608,14.0454,293.9604,1216.0,0.4724,164.2125
Gieseking,609,-359.5551,66.2168,1218.0,0.4961,164.2875
Gieseking,610,-233.5589,-260.1434,1220.0,0.5354,164.3125
Gieseking,611,116.8798,-252.1882,1222.0,0.5039,164.3375
Gieseking,612,241.4696,74.048,1224.0,0.5197,164.3625
Gieseking,613,-328.38,146.8738,1226.0,0.4882,164.5375
Gieseking,614,-295.9752,-198.4619,1228.0,0.5039,164.5625
Gieseking,615,243.5746,-12.858,1230.0,0.4724,164.7375
Gieseking,616,63.897,282.6419,1232.0,0.5039,164.7625
Gieseking,617,-360.4659,-4.8311,1234.0,0.4488,164.8875
Gieseking,618,-46.1791,-305.0168,1236.0,0.4803,164.9625
Gieseking,619,232.7641,-98.8143,1238.0,0.5039,165.05
Gieseking,620,121.5933,217.2161,1240.0,0.3307,165.1375
Gieseking,621,-197.8085,250.0602,1242.0,0.3465,165.1625
Gieseking,622,-362.9922,-40.5039,1244.0,0.4803,165.2292
Gieseking,623,-128.7212,-283.3903,1246.0,0.3858,165.2958
Gieseking,624,176.4522,158.7632,1248.0,0.3386,165.5125
Gieseking,625,-341.8845,42.6873,1250.0,0.3386,165.7292
Gieseking,626,18.2263,-273.1604,1252.0,0.3307,165.8958
Gieseking,627,-41.3648,296.9064,1254.0,0.4173,166.1625
Gieseking,628,-318.2664,119.5355,1256.0,0.3307,166.2292
Gieseking,629,50.2695,-263.9522,1258.0,0.3386,166.4458
Gieseking,630,226.0602,7.1326,1260.0,0.3386,166.5125
Gieseking,631,-187.6993,261.592,1262.0,0.3701,166.6792
Gieseking,632,-313.7071,-133.1603,1264.0,0.3386,166.7958
Gieseking,633,80.5884,-249.8471,1266.0,0.3386,166.9125
Gieseking,634,184.7575,147.2956,1268.0,0.3307,167.0292
Gieseking,635,-228.5068,262.3468,1270.0,0.5039,167.1458
Gieseking,636,-345.9869,-58.0173,1272.0,0.3701,167.2125
Gieseking,637,109.8135,-233.2198,1274.0,0.3465,167.3792
Gieseking,638,174.8243,181.7064,1276.0,0.4016,167.4958
Gieseking,639,-250.0846,231.3646,1278.0,0.4173,167.6125
Gieseking,640,-284.0529,-195.3099,1280.0,0.4016,167.7292
Gieseking,641,134.6591,-210.5638,1282.0,0.3307,167.8458
Gieseking,642,216.7629,109.0604,1284.0,0.4016,167.9125
Gieseking,643,-279.6096,211.3437,1286.0,0.4488,168.0792
Gieseking,644,-257.8021,-217.9318,1288.0,0.378,168.1958
Gieseking,645,72.5408,-265.5221,1290.0,0.3937,168.2625
Gieseking,646,126.4224,231.1892,1292.0,0.3937,168.4292
Gieseking,647,-297.5994,180.4012,1294.0,0.4016,168.5458
Gieseking,648,-228.6723,-236.1651,1296.0,0.3465,168.6625
Gieseking,649,-8.3078,-284.3958,1298.0,0.3386,168.6792
Gieseking,650,221.5676,-54.4425,1300.0,0.3228,168.7458
Gieseking,651,-326.7027,157.1951,1302.0,0.4724,169.0125
Gieseking,652,-198.5906,-251.6588,1304.0,0.3228,169.1292
Gieseking,653,198.8899,-132.8726,1306.0,0.3465,169.2458
Gieseking,654,160.3703,195.5593,1308.0,0.3701,169.3125
Gieseking,655,66.8009,265.8979,1310.0,0.3701,169.2792
Gieseking,656,-163.2294,278.4501,1312.0,0.3858,169.2958
Gieseking,657,-358.2027,4.7048,1314.0,0.3937,169.3625
Gieseking,658,-172.9201,-277.4085,1316.0,0.4016,169.4292
Gieseking,659,224.0535,-106.066,1318.0,0.4252,169.5458
Gieseking,660,37.777,287.1776,1320.0,0.4252,169.6625
Gieseking,661,-357.9608,91.831,1322.0,0.4803,169.7792
Gieseking,662,-139.6709,-288.1437,1324.0,0.3937,169.8958
Gieseking,663,236.55,47.6886,1326.0,0.4016,170.0625
Gieseking,664,2.7805,292.6091,1328.0,0.3937,170.1292
Gieseking,665,-306.103,-174.8989,1330.0,0.4094,170.3458
Gieseking,666,13.5683,-291.6951,1332.0,0.4016,170.4125
Gieseking,667,238.618,-37.1405,1334.0,0.4016,170.4792
Gieseking,668,-260.6612,235.6082,1336.0,0.4567,170.6958
Gieseking,669,-349.9819,18.972,1338.0,0.3307,170.7125
Gieseking,670,-70.4596,-289.3883,1340.0,0.3228,170.8292
Gieseking,671,229.7269,-2.0062,1342.0,0.3228,170.9458
Gieseking,672,-183.1929,274.1828,1344.0,0.3937,171.1125
Gieseking,673,-362.6374,-15.5944,1346.0,0.4094,171.1792
Gieseking,674,-151.4488,-276.5916,1348.0,0.3307,171.2458
Gieseking,675,163.8151,-184.764,1350.0,0.3228,171.3125
Gieseking,676,194.4173,142.2739,1352.0,0.3307,171.3792
Gieseking,677,-368.1297,72.7,1354.0,0.4961,171.5958
Gieseking,678,-230.0925,-247.2953,1356.0,0.3858,171.6625
Gieseking,679,230.4454,66.9972,1358.0,0.3701,171.8792
Gieseking,680,-16.6772,298.5785,1360.0,0.3937,171.9458
Gieseking,681,-350.8733,-85.2543,1362.0,0.4016,172.1125
Gieseking,682,33.3945,-287.2855,1364.0,0.3937,172.2292
Gieseking,683,65.3027,275.1915,1366.0,0.3937,172.4458
Gieseking,684,-349.4164,-123.0212,1368.0,0.4724,172.6625
Gieseking,685,-50.7603,-296.7066,1370.0,0.3543,172.7292
Gieseking,686,66.5025,-275.0112,1372.0,0.3937,172.6958
Gieseking,687,211.3404,134.5483,1374.0,0.3937,172.8125
Gieseking,688,-202.4875,267.434,1376.0,0.3937,172.9292
Gieseking,689,-136.2341,-296.0183,1378.0,0.4094,173.1458
Gieseking,690,180.6747,-172.8578,1380.0,0.3465,173.2125
Gieseking,691,186.4159,160.4418,1382.0,0.3307,173.2792
Gieseking,692,-349.1996,47.9904,1384.0,0.3228,173.4958
Gieseking,693,130.4892,-243.0451,1386.0,0.4252,173.7125
Gieseking,694,166.6044,188.5398,1388.0,0.3307,173.8292
Gieseking,695,-257.5245,223.7763,1390.0,0.3543,173.9458
Gieseking,696,-278.0275,-204.0814,1392.0,0.3543,174.0625
Gieseking,697,235.3691,3.1837,1394.0,0.3307,174.2792
Gieseking,698,47.8382,286.4813,1396.0,0.4016,174.3458
Gieseking,699,-290.6408,206.743,1398.0,0.4252,174.4125
Gieseking,700,-257.7342,-233.9924,1400.0,0.4016,174.5292
Gieseking,701,178.8648,-190.1792,1402.0,0.3937,174.6458
Gieseking,702,-219.6725,256.5036,1404.0,0.3701,174.9125
Gieseking,703,-232.1303,-259.998,1406.0,0.4331,175.0792
Gieseking,704,197.0186,-159.5639,1408.0,0.3701,175.1958
Gieseking,705,188.5336,186.7526,1410.0,0.4252,175.2625
Gieseking,706,-331.3604,147.2545,1412.0,0.4094,175.4292
Gieseking,707,145.0136,-228.158,1414.0,0.3937,175.6958
Gieseking,708,-57.0606,307.012,1416.0,0.3937,175.9125
Gieseking,709,-362.1081,81.5185,1418.0,0.4252,176.7792
Gieseking,710,-129.4075,-290.726,1420.0,0.3307,176.8958
Gieseking,711,231.6256,-60.6801,1422.0,0.3228,177.0125
Gieseking,712,-7.8337,293.4271,1424.0,0.3228,177.1292
Gieseking,713,-364.7458,-78.8733,1426.0,0.4331,177.2958
Gieseking,714,203.6476,-140.0626,1428.0,0.3228,177.5125
Gieseking,715,166.1463,195.0355,1430.0,0.3228,177.5792
Gieseking,716,-159.8647,281.534,1432.0,0.3228,177.6458
Gieseking,717,-374.0243,9.4003,1434.0,0.4252,177.7125
Gieseking,718,161.9916,-215.9133,1436.0,0.3937,177.8875
Gieseking,719,243.6131,8.6496,1438.0,0.3543,177.8625
Gieseking,720,-77.8576,309.2272,1440.0,0.3937,177.9375
Gieseking,721,-375.734,-27.503,1442.0,0.4409,178.0125
Gieseking,722,-261.005,-246.588,1444.0,0.4488,178.0292
Gieseking,723,91.2371,-266.5513,1446.0,0.3701,178.1375
Gieseking,724,9.394,302.4997,1448.0,0.3937,178.3958
Gieseking,725,-376.8828,-65.458,1450.0,0.4803,178.5625
Gieseking,726,-315.6454,-176.2898,1452.0,0.3937,178.5292
Gieseking,727,243.1969,-42.0746,1454.0,0.3622,178.7458
Gieseking,728,93.1511,274.6443,1456.0,0.4173,178.8125
Gieseking,729,-153.715,312.5452,1458.0,0.4961,178.8292
Gieseking,730,-256.7044,237.6954,1460.0,0.378,178.7958
Gieseking,731,-355.1456,-97.9778,1462.0,0.3937,178.8625
Gieseking,732,45.7984,-290.0866,1464.0,0.378,178.9792
Gieseking,733,167.4714,224.5456,1466.0,0.4488,179.1458
Gieseking,734,-190.1761,301.0488,1468.0,0.5039,179.2125
Gieseking,735,-165.1319,-303.4991,1470.0,0.4567,179.4292
Gieseking,736,194.747,-216.4322,1472.0,0.5433,179.4958
Gieseking,737,230.9947,157.3653,1474.0,0.5197,179.5625
Gieseking,738,-99.7657,316.6108,1476.0,0.4409,179.6292
Gieseking,739,-368.4442,77.3975,1478.0,0.4331,179.6958
Gieseking,740,-331.4401,-167.9742,1480.0,0.4409,179.7125
Gieseking,741,-247.9899,-265.1996,1482.0,0.4803,179.6792
Gieseking,742,258.0393,68.6376,1484.0,0.4803,179.8958
Gieseking,743,205.2019,186.3649,1486.0,0.4724,179.8625
Gieseking,744,-322.5291,-208.4012,1488.0,0.5433,180.1792
Gieseking,745,37.3889,-314.6471,1490.0,0.5039,180.2458
Gieseking,746,242.7228,-21.4171,1492.0,0.3307,180.3125
Gieseking,747,166.2893,202.2535,1494.0,0.3307,180.3292
Gieseking,748,75.7012,287.1832,1496.0,0.4252,180.2958
Gieseking,749,-356.5028,-121.1091,1498.0,0.4409,180.5125
Gieseking,750,-54.5201,-322.6883,1500.0,0.4567,180.5792
Gieseking,751,235.0721,-108.9875,1502.0,0.4016,180.6458
Gieseking,752,-206.2626,284.136,1504.0,0.4331,180.8625
Gieseking,753,-262.7451,-257.9141,1506.0,0.4882,181.0292
Gieseking,754,192.4563,-186.7907,1508.0,0.3937,181.1458
Gieseking,755,122.8012,262.7792,1510.0,0.4331,181.2625
Gieseking,756,-326.1582,173.844,1512.0,0.4173,181.3792
Gieseking,757,-231.0138,-279.3127,1514.0,0.4803,181.4958
Gieseking,758,133.4088,-254.0951,1516.0,0.4252,181.5625
Gieseking,759,89.5532,279.721,1518.0,0.4094,181.7292
Gieseking,760,-347.2809,142.9701,1520.0,0.4331,181.8458
Gieseking,761,-301.7865,-219.9852,1522.0,0.4724,181.9125
Gieseking,762,-194.4808,-291.2468,1524.0,0.4331,181.775
Gieseking,763,234.1327,-125.528,1526.0,0.4252,181.9125
Gieseking,764,-302.2559,223.4167,1528.0,0.4882,182.1375
Gieseking,765,-344.3764,-139.1399,1530.0,0.4016,182.1625
Gieseking,766,-32.3655,-327.2709,1532.0,0.4803,182.1875
Gieseking,767,255.075,-92.8422,1534.0,0.4803,182.2125
Gieseking,768,23.9288,318.8911,1536.0,0.4882,182.2875
Gieseking,769,-231.4872,284.3746,1538.0,0.5039,182.2625
Gieseking,770,-383.4415,75.1007,1540.0,0.5039,182.2375
Gieseking,771,-125.1773,-323.2795,1542.0,0.4882,182.3125
Gieseking,772,205.6602,193.8016,1544.0,0.4803,182.4875
Gieseking,773,-12.8546,333.2508,1546.0,0.5354,182.0875
Gieseking,774,-145.6322,322.5991,1548.0,0.5197,181.7625
Gieseking,775,-390.564,36.9562,1550.0,0.5118,181.7875
Gieseking,776,-87.1857,-330.2582,1552.0,0.5039,181.7375
Gieseking,777,160.9475,-253.0018,1554.0,0.5354,181.5875
Gieseking,778,251.4585,112.659,1556.0,0.5039,181.6125
Gieseking,779,-52.2264,327.6055,1558.0,0.4803,181.6375
Gieseking,780,-387.8493,-1.7965,1560.0,0.4803,181.7542
Gieseking,781,78.1612,-297.5677,1562.0,0.4803,181.9208
Gieseking,782,38.1342,309.6467,1564.0,0.4567,182.1375
Gieseking,783,-384.9101,-39.934,1566.0,0.4724,182.2625
Gieseking,784,-349.7657,-166.7927,1568.0,0.5197,182.1875
Gieseking,785,-13.8145,-302.5229,1570.0,0.3307,182.2125
Gieseking,786,242.3062,55.2297,1572.0,0.3386,182.2875
Gieseking,787,-126.2692,311.0596,1574.0,0.4094,182.3625
Gieseking,788,-100.2497,-303.8771,1576.0,0.3307,182.5875
Gieseking,789,23.7412,-304.5771,1578.0,0.3937,182.5125
Gieseking,790,174.9891,196.933,1580.0,0.3307,182.6375
Gieseking,791,-158.3561,290.2522,1582.0,0.3307,182.5375
Gieseking,792,-366.2558,13.5074,1584.0,0.3307,182.6042
Gieseking,793,61.4611,-299.6301,1586.0,0.4409,182.7708
Gieseking,794,222.0438,124.0401,1588.0,0.3386,182.8875
Gieseking,795,-350.9187,98.7576,1590.0,0.3307,183.1042
Gieseking,796,-257.52,-235.4305,1592.0,0.3307,183.1708
Gieseking,797,218.5216,163.6195,1594.0,0.4331,183.4375
Gieseking,798,-313.2544,177.1728,1596.0,0.3386,183.6042
Gieseking,799,-315.9933,-171.2361,1598.0,0.3307,183.6708
Gieseking,800,118.7287,-251.0116,1600.0,0.3307,183.7875
Gieseking,801,101.6454,280.4721,1602.0,0.4331,183.9542
Gieseking,802,-257.7131,245.9173,1604.0,0.378,184.0208
Gieseking,803,-295.6659,-201.0779,1606.0,0.3386,184.1375
Gieseking,804,153.5262,-235.9402,1608.0,0.3937,184.2542
Gieseking,805,-183.1961,296.3484,1610.0,0.4094,184.5208
Gieseking,806,-378.5772,-7.3867,1612.0,0.3937,184.5875
Gieseking,807,-164.9635,-289.693,1614.0,0.3228,184.6542
Gieseking,808,222.7548,147.7771,1616.0,0.3937,184.8708
Gieseking,809,-319.6819,201.5416,1618.0,0.4567,185.0375
Gieseking,810,-246.9993,-256.0444,1620.0,0.378,185.1542
Gieseking,811,203.4721,-180.8687,1622.0,0.3937,185.2708
Gieseking,812,-5.1413,315.0627,1624.0,0.3937,185.4375
Gieseking,813,-334.8599,165.9526,1626.0,0.4016,185.5042
Gieseking,814,-213.2875,-271.4967,1628.0,0.3386,185.6208
Gieseking,815,248.5304,-26.2203,1630.0,0.3228,185.7875
Gieseking,816,76.2515,278.0914,1632.0,0.3228,185.8125
Gieseking,817,-185.4108,-298.9809,1634.0,0.4173,186.0875
Gieseking,818,230.4868,-111.9899,1636.0,0.3307,186.1625
Gieseking,819,43.4935,293.7279,1638.0,0.3307,186.2375
Gieseking,820,-198.0622,277.7962,1640.0,0.3228,186.2125
Gieseking,821,-355.4357,94.4925,1642.0,0.3228,186.1875
Gieseking,822,-146.1802,-299.3006,1644.0,0.3307,186.2625
Gieseking,823,189.6373,-190.2293,1646.0,0.3465,186.2875
Gieseking,824,206.7801,163.142,1648.0,0.3386,186.3125
Gieseking,825,-116.6459,314.7728,1650.0,0.3858,186.3375
Gieseking,826,-378.5765,62.1756,1652.0,0.4173,186.3625
Gieseking,827,-230.252,-269.432,1654.0,0.378,186.3875
Gieseking,828,135.0648,-263.9381,1656.0,0.4409,186.4125
Gieseking,829,-27.2697,310.1747,1658.0,0.3307,186.5875
Gieseking,830,-338.3145,143.4566,1660.0,0.3386,186.6125
Gieseking,831,-74.5225,-310.5776,1662.0,0.3228,186.7375
Gieseking,832,253.164,-5.4878,1664.0,0.3386,186.6875
Gieseking,833,-63.633,310.9851,1666.0,0.3228,186.8042
Gieseking,834,-341.4683,-132.8144,1668.0,0.3228,186.9708
Gieseking,835,248.8228,-95.7695,1670.0,0.4016,187.1875
Gieseking,836,134.6073,244.8801,1672.0,0.3307,187.2542
Gieseking,837,-368.0303,-48.9831,1674.0,0.3228,187.4708
Gieseking,838,-125.9819,-304.9331,1676.0,0.3228,187.5375
Gieseking,839,253.0268,68.7206,1678.0,0.378,187.7042
